method,text_id,category,language,complexity,text_length,word_count,extracted_keywords,expected_keywords,accuracy,confidence_score,processing_time,memory_usage,keywords_count,success,metadata
hybrid_ensemble,technical_vi,technical,vi,high,164,30,"['Thuật toán', 'machine learning', 'learning cho', 'toán machine', 'cho ứng', 'ngôn ngữ', 'nhiên trong', 'trong phân', 'phân tích', 'tích cảm', 'cảm xúc', 'xúc mạng', 'ứng dụng', 'dụng xử', 'xử lý', 'lý ngôn', 'ngữ tự', 'tự nhiên', 'mạng xã', 'xã hội', 'Thuật', 'hội', 'trong', 'attention mechanisms', 'machine']","['thuật toán machine learning', 'ứng dụng xử lý ngôn ngữ tự nhiên', 'phân tích cảm xúc', 'mạng xã hội', 'transformer models', 'attention mechanisms']",0.36666666666666664,0.9494824475988592,0.017735004425048828,0.265625,25,True,"{'method': 'hybrid_ensemble', 'methods_used': ['spacy_yake', 'rake_nltk', 'tf_idf'], 'consensus_score': np.float64(0.9494824475988592), 'total_methods': 3}"
spacy_yake,short_text_en,short_text,en,low,30,5,"['funding trends', 'startup funding', 'trends', 'startup', 'funding', 'funding trends']","['ai startup', 'funding trends', '2024']",0.6666666666666666,0.42289242136532873,0.002952098846435547,0.0,6,True,"{'method': 'spacy_yake', 'entities_count': 0, 'noun_chunks_count': 1, 'yake_keywords_count': 5, 'total_candidates': 6, 'final_count': 6}"
rake_nltk,short_text_en,short_text,en,low,30,5,"['startup funding', 'funding trends', 'trends 2024']","['ai startup', 'funding trends', '2024']",0.4333333333333333,1.0,0.0001552104949951172,0.0,3,True,"{'total_phrases': 1, 'method': 'rake_nltk', 'language': 'en'}"
textrank,short_text_en,short_text,en,low,30,5,[],"['ai startup', 'funding trends', '2024']",0.0,0.0,0.0005528926849365234,0.0,0,False,"{'error': ""name 'Counter' is not defined"", 'method': 'textrank'}"
tf_idf,short_text_en,short_text,en,low,30,5,"['artificial intelligence startup funding trends', 'funding trends', 'artificial intelligence', 'artificial intelligence startup', 'intelligence startup', 'intelligence startup funding', 'startup funding', 'startup funding trends', 'trends']","['ai startup', 'funding trends', '2024']",0.3333333333333333,0.24000000000000002,0.0005919933319091797,0.0,9,True,"{'method': 'tf_idf_enhanced', 'vocab_size': 9, 'corpus_size': 11, 'ngram_range': '(1,3)'}"
keybert,short_text_en,short_text,en,low,30,5,"['2024', 'startup', 'trends', 'ai', 'startup funding']","['ai startup', 'funding trends', '2024']",0.5333333333333333,0.7111,0.38705992698669434,9.90625,5,True,"{'method': 'keybert_semantic', 'model': 'all-MiniLM-L6-v2', 'diversity': 0.5}"
hybrid_ensemble,short_text_en,short_text,en,low,30,5,"['funding trends', 'startup funding', 'trends 2024', 'trends', 'startup', 'funding', 'artificial intelligence startup funding trends', 'artificial intelligence', 'artificial intelligence startup', 'intelligence startup', 'intelligence startup funding', 'startup funding trends']","['ai startup', 'funding trends', '2024']",0.5333333333333333,0.804297473788443,0.004216194152832031,0.0,12,True,"{'method': 'hybrid_ensemble', 'methods_used': ['spacy_yake', 'rake_nltk', 'tf_idf'], 'consensus_score': np.float64(0.804297473788443), 'total_methods': 3}"
spacy_yake,short_text_vi,short_text,vi,low,31,7,"['hướng đầu', 'hướng', 'đầu', 'startup', 'Xu hướng đầu', 'AI']","['xu hướng đầu tư', 'startup ai', '2024']",0.19999999999999998,0.5556358527397521,0.002733945846557617,0.0,6,True,"{'method': 'spacy_yake', 'entities_count': 2, 'noun_chunks_count': 0, 'yake_keywords_count': 4, 'total_candidates': 6, 'final_count': 6}"
rake_nltk,short_text_vi,short_text,vi,low,31,7,"['xu hướng', 'hướng đầu', 'đầu tư', 'tư startup']","['xu hướng đầu tư', 'startup ai', '2024']",0.09999999999999999,1.0,0.0001862049102783203,0.0,4,False,"{'total_phrases': 1, 'method': 'rake_nltk', 'language': 'en'}"
textrank,short_text_vi,short_text,vi,low,31,7,[],"['xu hướng đầu tư', 'startup ai', '2024']",0.0,0.0,0.0005648136138916016,0.0,0,False,"{'error': ""name 'Counter' is not defined"", 'method': 'textrank'}"
tf_idf,short_text_vi,short_text,vi,low,31,7,"['xu', 'startup artificial intelligence', 'artificial intelligence', 'startup artificial', 'startup', 'xu startup artificial intelligence', 'intelligence']","['xu hướng đầu tư', 'startup ai', '2024']",0.19999999999999998,0.24267857485918104,0.0006589889526367188,0.0,7,True,"{'method': 'tf_idf_enhanced', 'vocab_size': 7, 'corpus_size': 15, 'ngram_range': '(1,3)'}"
keybert,short_text_vi,short_text,vi,low,31,7,"['ai', '2024', 'startup', 'xu', 'hướng đầu']","['xu hướng đầu tư', 'startup ai', '2024']",0.5333333333333333,0.709,0.227586030960083,10.96875,5,True,"{'method': 'keybert_semantic', 'model': 'all-MiniLM-L6-v2', 'diversity': 0.5}"
hybrid_ensemble,short_text_vi,short_text,vi,low,31,7,"['hướng đầu', 'xu hướng', 'đầu tư', 'tư startup', 'startup', 'hướng', 'đầu', 'Xu hướng đầu', 'AI', 'xu', 'startup artificial intelligence', 'artificial intelligence', 'startup artificial', 'xu startup artificial intelligence', 'intelligence']","['xu hướng đầu tư', 'startup ai', '2024']",0.19999999999999998,0.8372159203107555,0.004055976867675781,0.171875,15,True,"{'method': 'hybrid_ensemble', 'methods_used': ['spacy_yake', 'rake_nltk', 'tf_idf'], 'consensus_score': np.float64(0.8372159203107555), 'total_methods': 3}"
spacy_yake,challenging_en,challenging,en,very_high,196,21,"['computer scientists', 'optimization problems', 'quantum computing', 'computing paradigm', 'paradigm shift', 'shift necessitates', 'necessitates interdisciplinary', 'interdisciplinary collaboration', 'physicists', 'computer', 'scientists', 'problems', 'quantum', 'computing', 'paradigm', 'shift', 'necessitates', 'interdisciplinary', 'collaboration', 'mathematicians', 'develop', 'algorithms', 'optimization', 'interdisciplinary collaboration', 'computer scientists', 'novel algorithms', 'optimization problems']","['quantum computing', 'paradigm shift', 'interdisciplinary collaboration', 'physicists', 'computer scientists', 'mathematicians', 'novel algorithms', 'optimization problems']",1.2625,1.0,0.025458812713623047,0.25,27,True,"{'method': 'spacy_yake', 'entities_count': 0, 'noun_chunks_count': 4, 'yake_keywords_count': 23, 'total_candidates': 27, 'final_count': 27}"
rake_nltk,challenging_en,challenging,en,very_high,196,21,"['the quantum', 'quantum computing', 'computing paradigm', 'paradigm shift', 'shift necessitates', 'necessitates interdisciplinary', 'interdisciplinary collaboration', 'collaboration between', 'between physicists', 'and mathematicians', 'mathematicians to', 'to develop', 'develop novel', 'novel algorithms', 'algorithms for', 'for optimization', 'optimization problems', 'computer scientists']","['quantum computing', 'paradigm shift', 'interdisciplinary collaboration', 'physicists', 'computer scientists', 'mathematicians', 'novel algorithms', 'optimization problems']",0.825,1.0,0.00029397010803222656,0.0,18,True,"{'total_phrases': 3, 'method': 'rake_nltk', 'language': 'en'}"
textrank,challenging_en,challenging,en,very_high,196,21,[],"['quantum computing', 'paradigm shift', 'interdisciplinary collaboration', 'physicists', 'computer scientists', 'mathematicians', 'novel algorithms', 'optimization problems']",0.0,0.0,0.0010149478912353516,0.0,0,False,"{'error': ""name 'Counter' is not defined"", 'method': 'textrank'}"
tf_idf,challenging_en,challenging,en,very_high,196,21,"['the quantum computing paradigm shift necessitates interdisciplinary collaboration between physicists computer scientists and mathematicians to develop novel algorithms for optimization problems', 'algorithms for', 'algorithms for optimization', 'and mathematicians', 'and mathematicians to', 'between physicists', 'between physicists computer', 'collaboration between', 'collaboration between physicists', 'computer scientists', 'computer scientists and', 'computing paradigm', 'computing paradigm shift', 'develop novel', 'develop novel algorithms', 'for optimization', 'for optimization problems', 'interdisciplinary collaboration', 'interdisciplinary collaboration between', 'mathematicians to']","['quantum computing', 'paradigm shift', 'interdisciplinary collaboration', 'physicists', 'computer scientists', 'mathematicians', 'novel algorithms', 'optimization problems']",0.475,0.06439024390243903,0.0008392333984375,0.0,20,True,"{'method': 'tf_idf_enhanced', 'vocab_size': 40, 'corpus_size': 41, 'ngram_range': '(1,3)'}"
keybert,challenging_en,challenging,en,very_high,196,21,"['optimization problems', 'collaboration', 'novel algorithms', 'necessitates interdisciplinary', 'quantum']","['quantum computing', 'paradigm shift', 'interdisciplinary collaboration', 'physicists', 'computer scientists', 'mathematicians', 'novel algorithms', 'optimization problems']",0.32499999999999996,0.66576,0.12581610679626465,11.40625,5,True,"{'method': 'keybert_semantic', 'model': 'all-MiniLM-L6-v2', 'diversity': 0.5}"
hybrid_ensemble,challenging_en,challenging,en,very_high,196,21,"['interdisciplinary collaboration', 'computing paradigm', 'quantum computing', 'paradigm shift', 'shift necessitates', 'necessitates interdisciplinary', 'collaboration between', 'between physicists', 'the quantum', 'optimization problems', 'novel algorithms', 'and mathematicians', 'mathematicians to', 'develop novel', 'algorithms for', 'for optimization', 'to develop', 'computer scientists', 'physicists', 'computer', 'scientists', 'problems', 'quantum', 'computing', 'paradigm']","['quantum computing', 'paradigm shift', 'interdisciplinary collaboration', 'physicists', 'computer scientists', 'mathematicians', 'novel algorithms', 'optimization problems']",0.9124999999999999,0.9385176782000378,0.026381969451904297,0.40625,25,True,"{'method': 'hybrid_ensemble', 'methods_used': ['spacy_yake', 'rake_nltk', 'tf_idf'], 'consensus_score': np.float64(0.9385176782000378), 'total_methods': 3}"
spacy_yake,challenging_vi,challenging,vi,very_high,183,42,"['khoa học', 'thay đổi', 'hình trong', 'trong điện', 'đòi hỏi', 'hợp tác', 'tác liên', 'liên ngành', 'ngành giữa', 'nhà vật', 'máy tính', 'phát triển', 'mới cho', 'cho bài', 'giữa các', 'các nhà', 'học máy', 'triển các', 'các thuật', 'điện toán', 'toán lượng', 'thuật toán', 'toán mới', 'bài toán', 'toán tối', 'toán học', 'toán', 'các', 'học', 'khoa']","['thay đổi mô hình', 'điện toán lượng tử', 'hợp tác liên ngành', 'nhà vật lý', 'khoa học máy tính', 'toán học', 'thuật toán mới', 'bài toán tối ưu hóa']",0.38749999999999996,1.0,0.01855778694152832,0.234375,30,True,"{'method': 'spacy_yake', 'entities_count': 6, 'noun_chunks_count': 1, 'yake_keywords_count': 30, 'total_candidates': 37, 'final_count': 30}"
rake_nltk,challenging_vi,challenging,vi,very_high,183,42,"['sự thay', 'thay đổi', 'đổi mô', 'mô hình', 'hình trong', 'trong điện', 'điện toán', 'toán lượng', 'lượng tử', 'tử đòi', 'đòi hỏi', 'hỏi sự', 'sự hợp', 'hợp tác', 'tác liên', 'liên ngành', 'ngành giữa', 'giữa các', 'các nhà', 'nhà vật']","['thay đổi mô hình', 'điện toán lượng tử', 'hợp tác liên ngành', 'nhà vật lý', 'khoa học máy tính', 'toán học', 'thuật toán mới', 'bài toán tối ưu hóa']",0.15,1.0,0.0003383159637451172,0.0,20,True,"{'total_phrases': 2, 'method': 'rake_nltk', 'language': 'en'}"
textrank,challenging_vi,challenging,vi,very_high,183,42,[],"['thay đổi mô hình', 'điện toán lượng tử', 'hợp tác liên ngành', 'nhà vật lý', 'khoa học máy tính', 'toán học', 'thuật toán mới', 'bài toán tối ưu hóa']",0.0,0.0,0.0012247562408447266,0.0,0,False,"{'error': ""name 'Counter' is not defined"", 'method': 'textrank'}"
tf_idf,challenging_vi,challenging,vi,very_high,183,42,"['cho', 'khoa', 'trong', 'thay']","['thay đổi mô hình', 'điện toán lượng tử', 'hợp tác liên ngành', 'nhà vật lý', 'khoa học máy tính', 'toán học', 'thuật toán mới', 'bài toán tối ưu hóa']",0.075,0.08048869793157824,0.0008969306945800781,0.0,4,False,"{'method': 'tf_idf_enhanced', 'vocab_size': 9, 'corpus_size': 83, 'ngram_range': '(1,3)'}"
keybert,challenging_vi,challenging,vi,very_high,183,42,"['liên ngành', 'toán tối', 'hình trong', 'khoa học', 'để phát']","['thay đổi mô hình', 'điện toán lượng tử', 'hợp tác liên ngành', 'nhà vật lý', 'khoa học máy tính', 'toán học', 'thuật toán mới', 'bài toán tối ưu hóa']",0.11249999999999999,0.76826,0.1497197151184082,12.46875,5,True,"{'method': 'keybert_semantic', 'model': 'all-MiniLM-L6-v2', 'diversity': 0.5}"
hybrid_ensemble,challenging_vi,challenging,vi,very_high,183,42,"['thay đổi', 'hình trong', 'trong điện', 'đòi hỏi', 'hợp tác', 'tác liên', 'liên ngành', 'ngành giữa', 'nhà vật', 'giữa các', 'các nhà', 'điện toán', 'toán lượng', 'sự thay', 'đổi mô', 'mô hình', 'lượng tử', 'tử đòi', 'hỏi sự', 'sự hợp', 'khoa học', 'máy tính', 'phát triển', 'mới cho', 'cho bài']","['thay đổi mô hình', 'điện toán lượng tử', 'hợp tác liên ngành', 'nhà vật lý', 'khoa học máy tính', 'toán học', 'thuật toán mới', 'bài toán tối ưu hóa']",0.1875,0.9384962326438594,0.020087003707885742,0.265625,25,True,"{'method': 'hybrid_ensemble', 'methods_used': ['spacy_yake', 'rake_nltk', 'tf_idf'], 'consensus_score': np.float64(0.9384962326438594), 'total_methods': 3}"
